Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
505,tt13987620,2022-01-01,2022-01-01,,Murder Among the Mormons,https://www.imdb.com/title/tt13987620/,tvMiniSeries,7.0,160,2021,"Documentary, Crime, History",7165,2021-03-03,
506,tt14091172,2022-01-01,2022-01-01,,Nevenka,https://www.imdb.com/title/tt14091172/,tvMiniSeries,6.9,114,2021,"Documentary, Crime",734,2021-03-05,
507,tt14019016,2022-01-01,2022-01-01,,Das Hausboot,https://www.imdb.com/title/tt14019016/,tvSeries,7.1,,2021,Documentary,1305,2021-03-09,
508,tt14177168,2022-01-01,2022-01-01,,Worn Stories,https://www.imdb.com/title/tt14177168/,tvMiniSeries,6.7,30,2021,Documentary,346,2021-04-01,
509,tt14223858,2022-01-01,2022-01-01,,This Is a Robbery: The World's Biggest Art Heist,https://www.imdb.com/title/tt14223858/,tvMiniSeries,6.5,210,2021,"Documentary, Crime, History, Mystery",4773,2021-04-07,
510,tt14267526,2022-01-01,2022-01-01,,My Love: Six Stories of True Love,https://www.imdb.com/title/tt14267526/,tvMiniSeries,7.4,418,2021,"Documentary, Romance",336,2021-04-13,
511,tt13156316,2022-01-01,2022-01-01,,The Sons of Sam: A Descent Into Darkness,https://www.imdb.com/title/tt13156316/,tvMiniSeries,7.0,239,2021,"Documentary, Crime, History, Mystery",9969,2021-05-05,
512,tt14492910,2022-01-01,2022-01-01,,"Money, Explained",https://www.imdb.com/title/tt14492910/,tvMiniSeries,7.0,23,2021,Documentary,2708,2021-05-11,
513,tt14681732,2022-01-01,2022-01-01,,Sophie: A Murder in West Cork,https://www.imdb.com/title/tt14681732/,tvMiniSeries,6.8,164,2021,"Documentary, Crime, History, Mystery",5932,2021-06-30,
514,tt14856998,2022-01-01,2022-01-01,,Elize Matsunaga: Era Uma Vez Um Crime,https://www.imdb.com/title/tt14856998/,tvMiniSeries,5.9,197,2021,"Documentary, Biography, Crime, Mystery",2504,2021-07-08,
515,tt11898920,2022-01-01,2022-01-01,,Naomi Osaka,https://www.imdb.com/title/tt11898920/,tvMiniSeries,6.3,113,2021,"Documentary, Biography, Sport",1412,2021-06-22,
516,tt15049206,2022-01-01,2022-01-01,,Cocaine Cowboys: The Kings of Miami,https://www.imdb.com/title/tt15049206/,tvMiniSeries,7.1,273,2021,"Documentary, Crime, History, Mystery",3094,2021-08-04,
517,tt15166116,2022-01-01,2022-01-01,,Countdown: Inspiration4 Mission to Space,https://www.imdb.com/title/tt15166116/,tvMiniSeries,7.8,244,2021,Documentary,2070,2021-09-06,
518,tt15287836,2022-01-01,2022-01-01,,Monsters Inside: The 24 Faces of Billy Milligan,https://www.imdb.com/title/tt15287836/,tvMiniSeries,6.3,243,2021,"Documentary, Crime",4657,2021-09-22,
519,tt14167390,2022-01-01,2022-01-01,,House of Secrets: The Burari Deaths,https://www.imdb.com/title/tt14167390/,tvMiniSeries,7.4,135,2021,"Documentary, Crime, History, Mystery",12353,2021-10-08,
520,tt15529566,2022-01-01,2022-01-01,,The Motive,https://www.imdb.com/title/tt15529566/,tvMiniSeries,5.2,141,2020,"Documentary, Crime, Mystery",1753,2020-12-27,
521,tt15796898,2022-01-01,2022-01-01,,¿Dónde está Marta?,https://www.imdb.com/title/tt15796898/,tvMiniSeries,6.8,189,2021,"Documentary, Crime, Mystery",1581,2021-11-05,
522,tt15796900,2022-01-01,2022-01-01,,Reasonable Doubt: A Tale of Two Kidnappings,https://www.imdb.com/title/tt15796900/,tvMiniSeries,7.6,186,2021,"Documentary, Crime",245,2021-11-23,
523,tt15771888,2022-01-01,2022-01-01,,Dig Deeper - Das Verschwinden von Birgit Meier,https://www.imdb.com/title/tt15771888/,tvMiniSeries,7.2,236,2021,"Documentary, Biography, Crime, Mystery",2415,2021-11-26,
524,tt16307970,2022-01-01,2022-01-01,,Tiger King: The Doc Antle Story,https://www.imdb.com/title/tt16307970/,tvMiniSeries,6.2,127,2021,"Documentary, Biography, Crime",1917,2021-12-10,
525,tt13784364,2022-01-01,2022-01-01,,Stories of a Generation - with Pope Francis,https://www.imdb.com/title/tt13784364/,tvMiniSeries,7.5,184,2021,Documentary,281,2021-12-25,
526,tt16027926,2022-01-01,2022-01-01,,Crime Scene: The Times Square Killer,https://www.imdb.com/title/tt16027926/,tvMiniSeries,6.5,147,2021,"Documentary, Crime, History, Mystery",5349,2021-12-29,
527,tt6048644,2022-01-01,2022-01-01,,White Rabbit Project,https://www.imdb.com/title/tt6048644/,tvSeries,6.9,48,2016,Reality-TV,1725,2016-12-09,
528,tt6370626,2022-01-01,2022-01-01,,Chasing Cameron,https://www.imdb.com/title/tt6370626/,tvSeries,3.7,31,2016,Reality-TV,1506,2016-12-27,
529,tt5607970,2022-01-01,2022-01-01,,Ultimate Beastmaster,https://www.imdb.com/title/tt5607970/,tvSeries,7.2,55,2017,"Game-Show, Reality-TV",2710,2017-02-24,
530,tt8295694,2022-01-01,2022-01-01,,Fastest Car,https://www.imdb.com/title/tt8295694/,tvSeries,7.1,45,2018,"Documentary, Reality-TV",1427,2018-04-06,
531,tt8521728,2022-01-01,2022-01-01,,Cooking on High,https://www.imdb.com/title/tt8521728/,tvSeries,5.0,14,2018,Game-Show,481,2018-06-22,
532,tt8680560,2022-01-01,2022-01-01,,Sugar Rush,https://www.imdb.com/title/tt8680560/,tvSeries,7.0,55,2018,"Game-Show, Reality-TV",1698,2018-07-13,
533,tt8747342,2022-01-01,2022-01-01,,Amazing Interiors,https://www.imdb.com/title/tt8747342/,tvSeries,6.6,,2018,Documentary,877,2018-07-20,
534,tt8425308,2022-01-01,2022-01-01,,Magic for Humans,https://www.imdb.com/title/tt8425308/,tvSeries,7.2,23,2018,"Comedy, Reality-TV",3655,2018-08-17,
535,tt8773338,2022-01-01,2022-01-01,,Stay Here,https://www.imdb.com/title/tt8773338/,tvSeries,7.5,,2018,Reality-TV,1180,2018-08-17,
536,tt8893566,2022-01-01,2022-01-01,,Battlefish,https://www.imdb.com/title/tt8893566/,tvSeries,7.1,42,2018,Reality-TV,499,2018-09-21,
537,tt8871764,2022-01-01,2022-01-01,,Made in Mexico,https://www.imdb.com/title/tt8871764/,tvSeries,4.0,49,2018,Reality-TV,786,2018-09-28,
538,tt8882486,2022-01-01,2022-01-01,,Dancing Queen,https://www.imdb.com/title/tt8882486/,tvSeries,7.1,45,2018,"Music, Reality-TV",1691,2018-10-05,
539,tt8693758,2022-01-01,2022-01-01,,Westside,https://www.imdb.com/title/tt8693758/,tvSeries,6.2,50,2018,Musical,171,2018-11-09,
540,tt7619858,2022-01-01,2022-01-01,,The Final Table,https://www.imdb.com/title/tt7619858/,tvSeries,7.6,60,2018,"Game-Show, Reality-TV",4635,2018-11-20,
541,tt8887956,2022-01-01,2022-01-01,,Death by Magic,https://www.imdb.com/title/tt8887956/,tvSeries,6.1,35,2018,Reality-TV,741,2018-11-30,
542,tt8760264,2022-01-01,2022-01-01,,Nailed It! Holiday!,https://www.imdb.com/title/tt8760264/,tvSeries,7.7,31,2018,Reality-TV,1222,2018-12-07,
543,tt8115560,2022-01-01,2022-01-01,,Tidying Up with Marie Kondo,https://www.imdb.com/title/tt8115560/,tvSeries,6.6,40,2019,Reality-TV,3877,2019-01-01,
544,tt9708588,2022-01-01,2022-01-01,,Nailed It! Mexico,https://www.imdb.com/title/tt9708588/,tvSeries,6.3,,2019,"Game-Show, Reality-TV",330,2019-02-08,
545,tt9654080,2022-01-01,2022-01-01,,Dating Around,https://www.imdb.com/title/tt9654080/,tvSeries,6.4,30,2019,"Reality-TV, Romance",1279,2019-02-14,
546,tt10044952,2022-01-01,2022-01-01,,You vs. Wild,https://www.imdb.com/title/tt10044952/,tvSeries,6.6,20,2019,"Adventure, Reality-TV",2816,2019-04-10,
547,tt9196244,2022-01-01,2022-01-01,,Flinch,https://www.imdb.com/title/tt9196244/,tvSeries,4.4,25,2019,Game-Show,806,2019-05-03,
548,tt10243628,2022-01-01,2022-01-01,,Jailbirds,https://www.imdb.com/title/tt10243628/,tvSeries,7.1,45,2019,Reality-TV,1340,2019-03-10,
549,tt10370956,2022-01-01,2022-01-01,,Awake: The Million Dollar Game,https://www.imdb.com/title/tt10370956/,tvSeries,6.0,41,2019,Game-Show,879,2019-06-14,
550,tt10521644,2022-01-01,2022-01-01,,Extreme Engagement,https://www.imdb.com/title/tt10521644/,tvSeries,5.8,,2019,Reality-TV,406,2019-07-12,
551,tt10698408,2022-01-01,2022-01-01,,Basketball or Nothing,https://www.imdb.com/title/tt10698408/,tvSeries,7.3,,2019,"Documentary, Sport",698,2019-08-02,
552,tt8911552,2022-01-01,2022-01-01,,Hyperdrive,https://www.imdb.com/title/tt8911552/,tvSeries,8.0,29,2019,Reality-TV,2859,2019-08-21,
553,tt10715202,2022-01-01,2022-01-01,,Styling Hollywood,https://www.imdb.com/title/tt10715202/,tvSeries,6.6,,2019,Reality-TV,386,2019-08-30,
554,tt10990804,2022-01-01,2022-01-01,,Nailed It! France,https://www.imdb.com/title/tt10990804/,tvSeries,6.6,,2019,Reality-TV,124,2019-10-25,
555,tt10981666,2022-01-01,2022-01-01,,Niquelao!,https://www.imdb.com/title/tt10981666/,tvSeries,5.7,,2019,Reality-TV,100,2019-10-25,
556,tt10971532,2022-01-01,2022-01-01,,Queer Eye: We're in Japan!,https://www.imdb.com/title/tt10971532/,tvSeries,8.2,50,2019,Reality-TV,2762,2019-11-01,
557,tt6233916,2022-01-01,2022-01-01,,I'm with the Band: Nasty Cherry,https://www.imdb.com/title/tt6233916/,tvSeries,6.5,,2019,"Documentary, Music",173,2019-11-15,
558,tt11215130,2022-01-01,2022-01-01,,No Hay Tiempo Para La Vergüenza,https://www.imdb.com/title/tt11215130/,tvSeries,5.8,,2019,Reality-TV,92,2019-11-19,
559,tt11194508,2022-01-01,2022-01-01,,Singapore Social,https://www.imdb.com/title/tt11194508/,tvSeries,4.6,44,2019,Reality-TV,1444,2019-11-20,
560,tt11168116,2022-01-01,2022-01-01,,Sugar Rush Christmas,https://www.imdb.com/title/tt11168116/,tvSeries,6.9,,2019,Reality-TV,698,2019-11-29,
561,tt11434862,2022-01-01,2022-01-01,,Until Dawn,https://www.imdb.com/title/tt11434862/,tvSeries,2.6,22,2020,"Comedy, Reality-TV",156,2020-01-10,
562,tt11460744,2022-01-01,2022-01-01,,Nailed It! Germany,https://www.imdb.com/title/tt11460744/,tvSeries,5.8,,2020,Reality-TV,112,2020-01-17,
563,tt11561206,2022-01-01,2022-01-01,,The Goop Lab,https://www.imdb.com/title/tt11561206/,tvSeries,2.7,30,2020,"Documentary, Reality-TV",3463,2020-01-24,
564,tt10394770,2022-01-01,2022-01-01,,Next in Fashion,https://www.imdb.com/title/tt10394770/,tvSeries,7.3,50,2020,Reality-TV,4981,2020-01-29,
565,tt10406826,2022-01-01,2022-01-01,,What the Love! with Karan Johar,https://www.imdb.com/title/tt10406826/,tvSeries,3.8,,2020,"Documentary, Reality-TV, Romance, Talk-Show",296,2020-01-30,
566,tt9581782,2022-01-01,2022-01-01,,The Circle Brasil,https://www.imdb.com/title/tt9581782/,tvSeries,6.8,,2020,Reality-TV,850,2020-03-11,
567,tt11823088,2022-01-01,2022-01-01,,100 Humans,https://www.imdb.com/title/tt11823088/,tvSeries,5.8,,2020,Reality-TV,4548,2020-03-13,
568,tt9581778,2022-01-01,2022-01-01,,The Circle Game,https://www.imdb.com/title/tt9581778/,tvSeries,7.4,,2020,Reality-TV,803,2020-04-09,
569,tt12176398,2022-01-01,2022-01-01,,Cooked with Cannabis,https://www.imdb.com/title/tt12176398/,tvSeries,6.7,,2020,Reality-TV,445,2020-04-20,
570,tt12200714,2022-01-01,2022-01-01,,The Big Flower Fight,https://www.imdb.com/title/tt12200714/,tvSeries,7.4,,2020,Reality-TV,1358,2020-05-18,
571,tt12486430,2022-01-01,2022-01-01,,Twogether,https://www.imdb.com/title/tt12486430/,tvSeries,8.4,,2020,Reality-TV,556,2020-06-26,
572,tt12540060,2022-01-01,2022-01-01,,Say I Do,https://www.imdb.com/title/tt12540060/,tvSeries,7.9,,2020,Reality-TV,578,2020-07-01,
573,tt12588286,2022-01-01,2022-01-01,,Southern Survival,https://www.imdb.com/title/tt12588286/,tvSeries,5.4,,2020,Reality-TV,507,2020-07-03,
574,tt12502140,2022-01-01,2022-01-01,,O Crush Perfeito,https://www.imdb.com/title/tt12502140/,tvSeries,5.3,,2020,"Reality-TV, Romance",151,2020-07-10,
575,tt12588326,2022-01-01,2022-01-01,,Skin Decision: Before and After,https://www.imdb.com/title/tt12588326/,tvSeries,6.0,,2020,Reality-TV,457,2020-07-15,
576,tt11698668,2022-01-01,2022-01-01,,¡A cantar!,https://www.imdb.com/title/tt11698668/,tvSeries,6.3,,2020,"Game-Show, Music",146,2020-07-24,
577,tt12748264,2022-01-01,2022-01-01,,Sing On! Germany,https://www.imdb.com/title/tt12748264/,tvSeries,5.6,,2020,"Game-Show, Music, Reality-TV",153,2020-08-07,
578,tt12759384,2022-01-01,2022-01-01,,(Un)Well,https://www.imdb.com/title/tt12759384/,tvSeries,6.4,,2020,Documentary,1199,2020-08-12,
579,tt12759420,2022-01-01,2022-01-01,,DeMarcus Family Rules,https://www.imdb.com/title/tt12759420/,tvSeries,5.3,,2020,Reality-TV,121,2020-08-19,
580,tt12882136,2022-01-01,2022-01-01,,Million Dollar Beach House,https://www.imdb.com/title/tt12882136/,tvSeries,4.2,,2020,Reality-TV,884,2020-08-26,
581,tt12923734,2022-01-01,2022-01-01,,Sing On!,https://www.imdb.com/title/tt12923734/,tvSeries,6.5,,2020,"Game-Show, Music",471,2020-09-16,
582,tt11666848,2022-01-01,2022-01-01,,The Cabin with Bert Kreischer,https://www.imdb.com/title/tt11666848/,tvSeries,6.9,,2020,"Comedy, Reality-TV",2026,2020-10-13,
583,tt12987872,2022-01-01,2022-01-01,,Country Ever After,https://www.imdb.com/title/tt12987872/,tvSeries,7.0,,2020,"Music, Reality-TV",185,2020-11-06,
584,tt12571792,2022-01-01,2022-01-01,,Nasce Uma Rainha,https://www.imdb.com/title/tt12571792/,tvSeries,6.2,,2020,Reality-TV,159,2020-11-11,
585,tt12409154,2022-01-01,2022-01-01,,We Are the Champions,https://www.imdb.com/title/tt12409154/,tvSeries,7.1,30,2020,"Documentary, Game-Show",1606,2020-11-17,
586,tt13255112,2022-01-01,2022-01-01,,Holiday Home Makeover with Mr. Christmas,https://www.imdb.com/title/tt13255112/,tvSeries,5.9,,2020,Reality-TV,340,2020-11-18,
587,tt13563634,2022-01-01,2022-01-01,,Best Leftovers Ever!,https://www.imdb.com/title/tt13563634/,tvSeries,5.7,,2020,"Game-Show, Reality-TV",629,2020-12-30,
588,tt5672036,2022-01-01,2022-01-01,,Chelsea,https://www.imdb.com/title/tt5672036/,tvSeries,6.4,30,2016,"Comedy, Talk-Show",2140,2016-01-23,
589,tt5779222,2022-01-01,2022-01-01,,Julie's Greenroom,https://www.imdb.com/title/tt5779222/,tvSeries,8.3,27,2017,"Comedy, Family, Musical",344,2017-03-17,
590,tt6021260,2022-01-01,2022-01-01,,Bill Nye Saves the World,https://www.imdb.com/title/tt6021260/,tvSeries,4.0,30,2017,"Comedy, Talk-Show",7450,2017-04-21,
591,tt7829834,2022-01-01,2022-01-01,,My Next Guest Needs No Introduction with David Letterman,https://www.imdb.com/title/tt7829834/,tvSeries,7.9,60,2018,Talk-Show,6122,2018-01-12,
592,tt7895706,2022-01-01,2022-01-01,,The Joel McHale Show with Joel McHale,https://www.imdb.com/title/tt7895706/,tvSeries,7.1,30,2018,"Comedy, Talk-Show",2502,2018-02-18,
593,tt7204366,2022-01-01,2022-01-01,,A Little Help with Carol Burnett,https://www.imdb.com/title/tt7204366/,tvSeries,6.3,23,2018,Talk-Show,253,2018-05-04,
594,tt8328460,2022-01-01,2022-01-01,,Busted! I Know Who You Are!,https://www.imdb.com/title/tt8328460/,tvSeries,7.6,90,2018,"Comedy, Reality-TV",1152,2018-05-04,
595,tt7488702,2022-01-01,2022-01-01,,The Who Was? Show,https://www.imdb.com/title/tt7488702/,tvSeries,6.7,25,2018,"Short, Adventure, Comedy, Family",674,2018-05-11,
596,tt8010342,2022-01-01,2022-01-01,,The Break with Michelle Wolf,https://www.imdb.com/title/tt8010342/,tvSeries,5.6,25,2018,"Comedy, Talk-Show",1939,2018-05-27,
597,tt8139862,2022-01-01,2022-01-01,,Norm Macdonald Has a Show,https://www.imdb.com/title/tt8139862/,tvSeries,8.5,30,2018,"Comedy, Talk-Show",3834,2018-09-14,
598,tt8773080,2022-01-01,2022-01-01,,The Curious Creations of Christine McConnell,https://www.imdb.com/title/tt8773080/,tvSeries,7.7,26,2018,"Comedy, Horror, Talk-Show",2592,2018-10-12,
599,tt8080054,2022-01-01,2022-01-01,,Patriot Act with Hasan Minhaj,https://www.imdb.com/title/tt8080054/,tvSeries,8.3,25,2018,"Comedy, News, Talk-Show",7872,2018-10-28,
600,tt9203042,2022-01-01,2022-01-01,,Brainchild,https://www.imdb.com/title/tt9203042/,tvSeries,8.1,30,2018,"Documentary, Family",475,2018-11-02,
601,tt7942774,2022-01-01,2022-01-01,,The Fix,https://www.imdb.com/title/tt7942774/,tvSeries,6.6,60,2019,"Crime, Drama, Mystery",3231,2019-03-18,
602,tt11942052,2022-01-01,2022-01-01,,J-Style Trip,https://www.imdb.com/title/tt11942052/,tvSeries,5.0,,2020,Reality-TV,124,2020-03-21,
603,tt12416844,2022-01-01,2022-01-01,,"Wetten, dass war's..?",https://www.imdb.com/title/tt12416844/,tvSeries,7.5,,2019,Talk-Show,90,2019-04-24,
604,tt12723962,2022-01-01,2022-01-01,,Mystery Lab,https://www.imdb.com/title/tt12723962/,tvSeries,7.5,,2020,"Documentary, Animation, Comedy, Family, Mystery",867,2020-08-04,
605,tt10687464,2022-01-01,2022-01-01,,Emily's Wonder Lab,https://www.imdb.com/title/tt10687464/,tvSeries,8.8,,2020,"Family, Talk-Show",231,2020-08-25,
606,tt12923664,2022-01-01,2022-01-01,,Bookmarks: Celebrating Black Voices,https://www.imdb.com/title/tt12923664/,tvSeries,6.0,,2020,"Short, Family",172,2020-09-01,
607,tt1958961,2022-01-01,2022-01-01,,Lilyhammer,https://www.imdb.com/title/tt1958961/,tvSeries,7.9,45,2012,"Comedy, Crime, Drama",31832,2012-01-25,
608,tt4132692,2022-01-01,2022-01-01,,Between,https://www.imdb.com/title/tt4132692/,tvSeries,5.9,60,2015,"Drama, Mystery, Sci-Fi, Thriller",9732,2015-05-21,
609,tt4610750,2022-01-01,2022-01-01,,H2O: Mermaid Adventures,https://www.imdb.com/title/tt4610750/,tvSeries,5.5,25,2015,"Animation, Adventure, Comedy, Family, Fantasy, Romance",250,2015-05-01,
610,tt4790548,2022-01-01,2022-01-01,,Underwear,https://www.imdb.com/title/tt4790548/,tvMiniSeries,7.3,50,2015,"Comedy, Drama",1007,2015-09-02,
611,tt5320160,2022-01-01,2022-01-01,,Degrassi: Next Class,https://www.imdb.com/title/tt5320160/,tvSeries,6.8,30,2016,"Drama, Romance",3662,2016-01-03,
612,tt5023972,2022-01-01,2022-01-01,,Lost & Found Music Studios,https://www.imdb.com/title/tt5023972/,tvSeries,6.6,30,2015,"Family, Music",683,2015-12-11,
613,tt5520732,2022-01-01,2022-01-01,,Good Morning-Call: Guddo môningu kôru,https://www.imdb.com/title/tt5520732/,tvSeries,7.5,48,2016,"Comedy, Romance",3539,2016-02-12,
614,tt5301958,2022-01-01,2022-01-01,,Hibana,https://www.imdb.com/title/tt5301958/,tvMiniSeries,7.8,60,2016,Drama,1098,2016-04-21,
615,tt4179452,2022-01-01,2022-01-01,,The Last Kingdom,https://www.imdb.com/title/tt4179452/,tvSeries,8.5,60,2015,"Action, Drama, History",161132,2015-10-10,
616,tt4716268,2022-01-01,2022-01-01,,Beat Bugs,https://www.imdb.com/title/tt4716268/,tvSeries,7.6,24,2016,"Animation, Short, Adventure, Comedy, Family, Fantasy, Musical",554,2016-07-25,
617,tt6015820,2022-01-01,2022-01-01,,Bottersnikes & Gumbles,https://www.imdb.com/title/tt6015820/,tvSeries,5.4,11,2015,"Animation, Adventure, Comedy, Family",52,2015-12-18,
618,tt6312916,2022-01-01,2022-01-01,,Kazoops!,https://www.imdb.com/title/tt6312916/,tvSeries,7.4,7,2016,"Animation, Comedy, Family, Fantasy",126,2016-06-20,
619,tt6150576,2022-01-01,2022-01-01,,Shin'ya shokudô: Tokyo Stories,https://www.imdb.com/title/tt6150576/,tvMiniSeries,8.4,24,2016,Drama,4775,2016-10-20,
620,tt6588218,2022-01-01,2022-01-01,,Terrace House: Aloha State,https://www.imdb.com/title/tt6588218/,tvSeries,7.4,40,2016,"Drama, Reality-TV",1105,2016-11-01,
621,tt5839454,2022-01-01,2022-01-01,,Paranoid,https://www.imdb.com/title/tt5839454/,tvMiniSeries,6.6,45,2016,"Crime, Drama, Mystery, Thriller",9776,2016-09-22,
622,tt4047038,2022-01-01,2022-01-01,,Dirk Gently's Holistic Detective Agency,https://www.imdb.com/title/tt4047038/,tvSeries,8.2,60,2016,"Action, Adventure, Comedy, Fantasy, Mystery, Sci-Fi",56253,2016-10-18,
623,tt6038584,2022-01-01,2022-01-01,,Crazyhead,https://www.imdb.com/title/tt6038584/,tvMiniSeries,7.2,60,2016,"Comedy, Horror, Sci-Fi",5347,2016-10-19,
624,tt4686698,2022-01-01,2022-01-01,,Frontier,https://www.imdb.com/title/tt4686698/,tvSeries,7.1,60,2016,"Adventure, Drama, History, Western",23557,2016-11-06,
625,tt6304676,2022-01-01,2022-01-01,,Nobushi no Gourmet,https://www.imdb.com/title/tt6304676/,tvMiniSeries,8.1,20,2017,"Adventure, Comedy",2310,2017-03-16,
626,tt5421602,2022-01-01,2022-01-01,,Anne,https://www.imdb.com/title/tt5421602/,tvSeries,8.6,60,2017,"Drama, Family",63565,2017-03-19,
627,tt6692188,2022-01-01,2022-01-01,,El Chapo,https://www.imdb.com/title/tt6692188/,tvSeries,7.8,43,2017,"Biography, Crime, Drama, History",20086,2017-04-23,
628,tt6983520,2022-01-01,2022-01-01,,Saborîman Kantarô,https://www.imdb.com/title/tt6983520/,tvSeries,7.5,24,2017,"Adventure, Comedy, Drama",898,2017-07-07,
629,tt5721172,2022-01-01,2022-01-01,,The Worst Witch,https://www.imdb.com/title/tt5721172/,tvSeries,7.2,30,2017,"Family, Fantasy",3046,2017-01-11,
630,tt6686450,2022-01-01,2022-01-01,,"1,000,000 yen no Onnatachi",https://www.imdb.com/title/tt6686450/,tvMiniSeries,7.5,30,2017,"Crime, Mystery, Romance",2081,2017-04-14,
631,tt7332652,2022-01-01,2022-01-01,,Re: Mind,https://www.imdb.com/title/tt7332652/,tvMiniSeries,4.9,30,2017,"Horror, Mystery, Thriller",1826,2017-10-05,
632,tt7510930,2022-01-01,2022-01-01,,Ainori: Asian Journey,https://www.imdb.com/title/tt7510930/,tvSeries,7.1,,2017,"Game-Show, Reality-TV",320,2017-10-26,
633,tt1034007,2022-01-01,2022-01-01,,Alias Grace,https://www.imdb.com/title/tt1034007/,tvMiniSeries,7.6,267,2017,"Biography, Crime, Drama, Thriller",36921,2017-09-12,
634,tt4192782,2022-01-01,2022-01-01,,Glitch,https://www.imdb.com/title/tt4192782/,tvSeries,7.2,45,2015,"Drama, Horror, Sci-Fi, Thriller",20504,2015-07-09,
635,tt7573686,2022-01-01,2022-01-01,,Boku dake ga inai machi,https://www.imdb.com/title/tt7573686/,tvSeries,7.8,30,2017,"Drama, Fantasy, Mystery, Sci-Fi, Thriller",4279,2017-12-15,
